evidence_id,legacy_section,legacy_2v_entry_or_range,source_repository,source_commit,record_path,record_type,materiality,what_it_establishes,what_it_does_not_establish,current_validity,superseded_by,durable_control,one_time_procedure,classification,consolidation_target,future_phase,curated_2v_reference,retention_rationale,owner_disposition
E12-05,Missing-bar investigation and remediation,FUNCTIONAL_REFERENCE_ONLY;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v3.08_post_blocked_remediation_pathway_decision.md;docs/runs/v3.08_sip_feed_investigation_planning.md,POST_BLOCKED_PATHWAY_AND_PROVIDER_INVESTIGATION_HANDOFF,HIGH,Establishes the zero-missing-slot IEX contract remained unchanged and the next selected activity was SIP investigation planning only.,"Does not establish SIP access, entitlement, provider acceptance, contract replacement, refetch, generation, validation, or training authority.",MATERIAL_ITEM_12_TO_ITEM_13_BOUNDARY,Future canonical C5 provider and calendar decision.,"Data-quality failure must hand off to provider evaluation without silently changing feed, contract, or authority.",Historical selection of SIP planning after failed IEX remediation.,SUMMARIZE_AND_REFERENCE,C1_REPORT/PROVIDER_BOUNDARY_AND_NEXT_PHASE_HANDOFF,C5_DATA_SOURCE_CALENDAR_AND_INITIAL_UNIVERSE_DECISION;C6_DATASET_CONTRACT_FREEZE,CONTEXTUAL_FUNCTIONAL_MAPPING:2v.30;2v.40,Prevents planning from being misread as provider or SIP authorization.,PENDING
E12-06,Missing-bar investigation and remediation,FUNCTIONAL_REFERENCE_ONLY;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v3.08_missing_slot_root_cause_analysis.md;docs/runs/v3.08_governed_targeted_missing_slot_refetch_raw_remediation_execution.md;docs/runs/v3.08_dataset_generation_authorization.md,RAW_SCRIPT_RESPONSE_AND_MACHINE_READABLE_PROVENANCE_LIMITATION_EVIDENCE,HIGH,"Establishes the raw artifact was local and ignored, scripts temporary, exact gaps and outcomes retained in Markdown, and no remediation candidate existed.","Does not establish immutable raw bytes, script bytes, provider payloads, machine-readable gap evidence, or repeatability from committed materials alone.",MATERIAL_PROVENANCE_LIMITATION,"Future canonical immutable raw, script, response, and gap evidence package.",Operational data investigations require committed or checksummed machine-readable evidence.,Historical local ignored artifacts and temporary scripts.,SUMMARIZE_AND_REFERENCE,C1_REPORT/MISSING_BAR_PROVENANCE_LIMITATIONS,C5_DATA_SOURCE_CALENDAR_AND_INITIAL_UNIVERSE_DECISION;C7_DATASET_GENERATION_AND_ACCEPTANCE;C13_PUBLICATION_RELEASE,CONTEXTUAL_FUNCTIONAL_MAPPING:2v.40,Essential provenance limitation without treating local artifacts as immutable records.,PENDING
E13-01,Market-data provider and SIP-access investigation,FUNCTIONAL_GOVERNANCE_REFERENCE_ONLY;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v3.08_post_blocked_remediation_pathway_decision.md;docs/runs/v3.08_sip_feed_investigation_planning_authorization.md;docs/runs/v3.08_sip_feed_investigation_planning.md;docs/reviews/v3.08_sip_feed_investigation_planning_review.md,IEX_TO_SIP_INVESTIGATION_HANDOFF_AND_PLANNING_EVIDENCE,HIGH,Establishes failed IEX remediation led only to separately governed SIP planning with evidence isolation and exact-target matching.,"Does not establish SIP entitlement, API access, target coverage, provider suitability, or contract replacement.",MATERIAL_PROVIDER_INVESTIGATION_BOUNDARY_REFERENCE,Future canonical C5 provider and feed decision.,Separate provider investigation from provider acceptance and contract replacement.,Historical transition from blocked IEX reconstruction to SIP planning.,SUMMARIZE_AND_REFERENCE,C1_REPORT/PROVIDER_INVESTIGATION_CHRONOLOGY_AND_EVIDENCE_ISOLATION,C5_DATA_SOURCE_CALENDAR_AND_INITIAL_UNIVERSE_DECISION;C6_DATASET_CONTRACT_FREEZE,CONTEXTUAL_FUNCTIONAL_MAPPING:2v.30,Defines the lawful boundary between item 12 and item 13.,PENDING
E13-02,Market-data provider and SIP-access investigation,FUNCTIONAL_2v.30_REFERENCE;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v3.08_sip_feed_investigation_execution_authorization.md;docs/runs/v3.08_sip_feed_investigation_execution.md;docs/reviews/v3.08_sip_feed_investigation_evidence_review.md;docs/runs/v3.08_source_of_truth_alignment_after_sip_feed_investigation_evidence_review.md,BOUNDED_SIP_INVESTIGATION_PRECONDITION_BLOCK_EVIDENCE,HIGH,Establishes exact-66 SIP investigation authorization stopped before client creation or API access because entitlement was not established; no request occurred.,"Does not establish SIP denial, zero-row response, target unavailability, or provider rejection.",MATERIAL_NEGATIVE_ACCESS_AND_NO_COVERAGE_EVIDENCE,Future authenticated SIP-access and exact-coverage evidence.,Classify no-request outcomes separately from provider responses and retain stage and counts.,Historical exact-66 SIP investigation checkpoint.,SUMMARIZE_AND_REFERENCE,C1_REPORT/INITIAL_SIP_EXECUTION_AND_PROVIDER_COVERAGE_LIMITATIONS,C5_DATA_SOURCE_CALENDAR_AND_INITIAL_UNIVERSE_DECISION;C7_DATASET_GENERATION_AND_ACCEPTANCE,DIRECT_FUNCTIONAL_MAPPING:2v.30,Prevents a precondition block from being represented as missing SIP coverage.,PENDING
E13-03,Market-data provider and SIP-access investigation,NO_DIRECT_2v.30_MAPPING_PUBLIC_RESEARCH_ONLY;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v3.08_sip_access_prerequisite_public_document_research_authorization.md;docs/runs/v3.08_sip_access_prerequisite_official_public_document_research.md,OFFICIAL_PROVIDER_PLAN_ACCESS_LICENSING_AND_POLICY_RESEARCH,HIGH,"Records historical official public statements about plans, IEX/SIP scope, lookback, limits, pricing, classification, licensing, and permitted-use considerations.","Does not establish current terms, account entitlement, target availability, project legal permission, provider acceptance, or API access.",HISTORICAL_PUBLIC_POLICY_EVIDENCE_REQUIRING_FUTURE_REVERIFICATION,Current official evidence collected during an authorized C5 provider decision.,"Record publisher, title, access date, policy scope, interpretation, limitations, and account-specific questions separately.",Historical eight-source public research task.,SUMMARIZE_AND_REFERENCE,C1_REPORT/PUBLIC_PROVIDER_POLICY_EVIDENCE_AND_UNRESOLVED_PREREQUISITES,C5_DATA_SOURCE_CALENDAR_AND_INITIAL_UNIVERSE_DECISION;C13_PUBLICATION_RELEASE,NO_DIRECT_FUNCTIONAL_2v_MAPPING,Best historical public-policy baseline without current entitlement claims.,PENDING
E13-04,Market-data provider and SIP-access investigation,GOVERNANCE_REVIEW_REFERENCE_ONLY;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/reviews/v3.08_sip_access_prerequisite_official_public_document_research_independent_evidence_review.md;docs/reviews/v3.08_sip_access_prerequisite_official_public_document_research_corrected_record_reaudit.md;docs/runs/v3.08_source_of_truth_alignment_after_sip_access_prerequisite_official_public_document_research_evidence_review.md,PUBLIC_RESEARCH_EVIDENCE_FIDELITY_CORRECTION_AND_ACCEPTANCE_CHAIN,HIGH,"Establishes the original research failed for a source-attribution defect, was narrowly corrected, preserved the failed review, and passed re-audit.","Does not establish account entitlement, technical coverage, legal advice, or provider acceptance.",MATERIAL_AUDIT_TRAIL_AND_EVIDENCE_FIDELITY_REFERENCE,None; preserve as historical audit lineage.,"Preserve failed reviews, exact corrections, source fidelity, and separate re-audit.",Historical correction of a source-specific derived-data attribution.,CARRY_FORWARD,C1_REPORT/EVIDENCE_QUALITY_AND_CORRECTION_HISTORY,C5_DATA_SOURCE_CALENDAR_AND_INITIAL_UNIVERSE_DECISION;C13_PUBLICATION_RELEASE,NO_DIRECT_FUNCTIONAL_2v_MAPPING,Demonstrates distinction between official-source facts and unsupported interpretation.,PENDING
E13-05,Market-data provider and SIP-access investigation,FUNCTIONAL_2v.30_REFERENCE;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v3.08_read_only_account_inspection_authorization.md;docs/reviews/v3.08_read_only_account_inspection_authorization_independent_review.md;docs/runs/v3.08_source_of_truth_acceptance_alignment_for_read_only_account_inspection.md;docs/runs/v3.08_read_only_account_inspection_evidence.md;docs/reviews/v3.08_read_only_account_inspection_evidence_independent_review.md;docs/reviews/v3.08_read_only_account_inspection_evidence_corrected_draft_reaudit.md,SANITIZED_USER_REPORTED_ACCOUNT_PREREQUISITE_EVIDENCE,HIGH,"Records user-reported account displays for plan, included status, history, and paid-plan information with no account change.","Does not establish provider verification, entitlement, account type, professional status, exact limits, coverage, or legal permission.",PARTIAL_ACCOUNT_SPECIFIC_HISTORICAL_EVIDENCE,Future independently governed current account and entitlement evidence.,Sanitize account evidence and distinguish displayed plan information from technical permission.,Historical manual inspection of the existing Alpaca account.,SUMMARIZE_AND_REFERENCE,C1_REPORT/ACCOUNT_SPECIFIC_PREREQUISITE_AND_PROVENANCE_LIMITATIONS,C5_DATA_SOURCE_CALENDAR_AND_INITIAL_UNIVERSE_DECISION,DIRECT_FUNCTIONAL_MAPPING:2v.30,Narrows account context while preserving user-reported provenance limitations.,PENDING
E13-06,Market-data provider and SIP-access investigation,FUNCTIONAL_2v.30_REFERENCE;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v3.08_minimal_historical_sip_entitlement_test_authorization_planning.md;docs/reviews/v3.08_minimal_historical_sip_entitlement_test_authorization_planning_independent_review.md;docs/runs/v3.08_minimal_historical_sip_access_path_test_authorization.md;docs/reviews/v3.08_minimal_historical_sip_access_path_test_authorization_draft_audit.md;docs/reviews/v3.08_minimal_historical_sip_access_path_test_authorization_corrected_draft_reaudit.md;docs/runs/v3.08_minimal_historical_sip_access_path_test_source_of_truth_acceptance_alignment.md,LEAST_PRIVILEGE_PROVIDER_ACCESS_TEST_CONTROL_DESIGN,HIGH,"Freezes a single AAPL SIP control-bar request with explicit timeframe, adjustment, limit, dates, zero retries, transport prevention, exception safety, and no target-66 access.","Does not establish successful client construction, authentication, API access, entitlement, target coverage, or reusable implementation.",MATERIAL_PROVIDER_ACCESS_CONTROL_REFERENCE,"Future provider-neutral request, transport, entitlement, and evidence controls.","Bound access tests, prevent retry/pagination expansion, classify errors safely, and separate access from coverage.",Historical AAPL 2024-12-23T15:00Z control-test authorization.,CARRY_FORWARD,C1_REPORT/PROVIDER_ACCESS_CONTROLS_AND_FAIL_CLOSED_DESIGN,C4_SELECTED_CODE_MIGRATION_ADAPTATION_AND_VERIFICATION;C5_DATA_SOURCE_CALENDAR_AND_INITIAL_UNIVERSE_DECISION,DIRECT_FUNCTIONAL_MAPPING:2v.30,Contains durable least-privilege controls despite no provider access result.,PENDING
E13-07,Market-data provider and SIP-access investigation,FUNCTIONAL_2v.30_ATTEMPT_REFERENCE;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v3.08_minimal_historical_sip_access_path_test_execution.md;docs/reviews/v3.08_minimal_historical_sip_access_path_test_execution_independent_evidence_review.md;docs/reviews/v3.08_minimal_historical_sip_access_path_test_execution_corrected_record_reaudit.md,LOCAL_RUNTIME_BLOCK_BEFORE_PROVIDER_ACCESS_EVIDENCE,HIGH,"Establishes the minimal test failed on local ImportError before client, auth, request, transport, response, rows, or market-data access.","Does not establish exact import cause, SIP denial, entitlement failure, response, control-bar availability, target coverage, or suitability.",MATERIAL_NEGATIVE_ACCESS_PATH_EVIDENCE,Future environment qualification and independently reviewed provider-access evidence.,"Separate local runtime failure from provider denial and retain stage, counts, sanitization, and limitations.",Historical ephemeral one-control SIP access-path process.,SUMMARIZE_AND_REFERENCE,C1_REPORT/TERMINAL_SIP_ACCESS_RESULT_AND_ITEM14_HANDOFF,C4_SELECTED_CODE_MIGRATION_ADAPTATION_AND_VERIFICATION;C5_DATA_SOURCE_CALENDAR_AND_INITIAL_UNIVERSE_DECISION,DIRECT_FUNCTIONAL_MAPPING:2v.30,Proves no SIP request occurred and prevents provider misclassification.,PENDING
E13-08,Market-data provider and SIP-access investigation,FUNCTIONAL_2v.30_REFERENCE;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,PROJECT_CONTEXT.md;docs/runs/v3.08_source_of_truth_alignment_after_sip_feed_investigation_evidence_review.md;docs/runs/v3.08_post_sip_feed_investigation_execution_pathway_decision.md,TERMINAL_PROVIDER_ACCESS_AND_ACCEPTANCE_DISPOSITION,HIGH,"Establishes no accepted provider, no established SIP entitlement, no SIP coverage result, and a separate environment-diagnosis handoff.","Does not establish current provider state, current entitlement, or current authorization.",VALID_TERMINAL_HISTORICAL_PROVIDER_DISPOSITION,Canonical PROJECT_CONTEXT.md for current provider and access state.,"Provider investigation must end with explicit accepted, rejected, inconclusive, or blocked disposition.",Historical terminal provider-pathway decision.,CARRY_FORWARD,C1_REPORT/PROVIDER_TERMINAL_STATE_AND_CANONICAL_C5_HANDOFF,C5_DATA_SOURCE_CALENDAR_AND_INITIAL_UNIVERSE_DECISION;C6_DATASET_CONTRACT_FREEZE;C7_DATASET_GENERATION_AND_ACCEPTANCE;C13_PUBLICATION_RELEASE,CONTEXTUAL_FUNCTIONAL_MAPPING:2v.30,Prevents inconclusive access history from becoming provider acceptance.,PENDING
E14-01,Python and Alpaca environment diagnosis,FUNCTIONAL_EXECUTION_EVIDENCE_REFERENCE;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v3.08_minimal_historical_sip_access_path_test_execution.md;docs/reviews/v3.08_minimal_historical_sip_access_path_test_execution_independent_evidence_review.md;docs/reviews/v3.08_minimal_historical_sip_access_path_test_execution_corrected_record_reaudit.md,LOCAL_IMPORT_ERROR_BEFORE_CLIENT_CREATION_EVIDENCE,HIGH,"Establishes a local ImportError before retry controls, client creation, credential resolution, request submission, authentication, transport, or data access.","Does not establish failed symbol, module, enum path, dependency cause, corrected import, entitlement, provider denial, or SIP availability.",MATERIAL_ITEM_13_TO_ITEM_14_HANDOFF,Later bounded local import diagnoses without erasing the original event.,Separate local runtime failure from provider outcomes and do not infer unsupported causes.,Historical minimal SIP control-test startup.,SUMMARIZE_AND_REFERENCE,C1_REPORT/ITEM14_INITIAL_FAILURE_AND_ENVIRONMENT_DIAGNOSIS_ANTECEDENT,C3_PYTHON_ENVIRONMENT_AND_DEPENDENCY_RECONSTRUCTION;C4_SELECTED_CODE_MIGRATION_ADAPTATION_AND_VERIFICATION,DIRECT_FUNCTIONAL_MAPPING:2v.10,Preserves the pre-client failure boundary and prevents provider misclassification.,PENDING
E14-02,Python and Alpaca environment diagnosis,GOVERNANCE_PLANNING_REFERENCE_ONLY;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v3.08_minimal_historical_sip_access_path_test_import_failure_remediation_planning.md;docs/reviews/v3.08_minimal_historical_sip_access_path_test_import_failure_remediation_planning_independent_review.md,DOCUMENTATION_ONLY_LOCAL_DIAGNOSIS_AND_REEXECUTION_SEPARATION_PLAN,MEDIUM,"Establishes diagnosis and re-execution were separated, root cause remained unknown, and later work required sanitized local-only evidence.","Does not establish package identity, compatibility, remediation authority, corrected imports, or provider access.",HISTORICAL_PLANNING_PRECEDENT,Canonical C3 environment reconstruction and import-test design.,Diagnosis must precede remediation and must not imply provider or re-execution authority.,Historical planning for one ImportError.,HISTORICAL_ARCHIVE_ONLY,C1_REPORT/ITEM14_CHRONOLOGY_AND_GOVERNANCE_BOUNDARY,C3_PYTHON_ENVIRONMENT_AND_DEPENDENCY_RECONSTRUCTION,NO_DIRECT_FUNCTIONAL_2v_MAPPING,Useful chronology too checkpoint-specific for canonical operation.,PENDING
E14-03,Python and Alpaca environment diagnosis,FUNCTIONAL_2v.10_EXECUTION_AND_IMPORT_CONTRACT_REFERENCE;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v3.08_minimal_historical_sip_access_path_test_local_import_surface_diagnosis_authorization.md;docs/reviews/v3.08_minimal_historical_sip_access_path_test_local_import_surface_diagnosis_authorization_independent_audit.md;docs/reviews/v3.08_minimal_historical_sip_access_path_test_local_import_surface_diagnosis_authorization_corrected_draft_reaudit.md;docs/runs/v3.08_minimal_historical_sip_access_path_test_local_import_surface_diagnosis_source_of_truth_acceptance_alignment.md;docs/runs/v3.08_minimal_historical_sip_access_path_test_local_import_surface_diagnosis_execution.md;docs/reviews/v3.08_minimal_historical_sip_access_path_test_local_import_surface_diagnosis_execution_independent_evidence_review.md,BOUNDED_SIX_SYMBOL_LOCAL_IMPORT_SURFACE_DIAGNOSIS,HIGH,"Records a reported Python 3.12.2 and alpaca-py 0.43.4 surface where six symbols were discoverable, DataFeed/Adjustment probes passed, and four probes raised sanitized TypeError.","Does not establish Python 3.11 package identity, universal compatibility, provider readiness, or corrected source imports.",MATERIAL_BOUNDED_IMPORT_SURFACE_EVIDENCE,Later Python 3.11 guarded diagnosis and canonical C3 environment.,"Use exact interpreter, distribution, version, import targets, and offline probes in environment qualification.",Historical six-symbol local import diagnosis.,CARRY_FORWARD,C1_REPORT/ITEM14_FIRST_DIAGNOSIS_AND_CANONICAL_IMPORT_TEST_REQUIREMENTS,C3_PYTHON_ENVIRONMENT_AND_DEPENDENCY_RECONSTRUCTION;C4_SELECTED_CODE_MIGRATION_ADAPTATION_AND_VERIFICATION,DIRECT_FUNCTIONAL_MAPPING:2v.10,Material import-surface evidence with environment-specific limits.,PENDING
E14-04,Python and Alpaca environment diagnosis,GOVERNANCE_EVIDENCE_CAPTURE_REFERENCE;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v3.08_minimal_historical_sip_access_path_test_local_import_surface_diagnosis_technical_root_cause_authorization.md;docs/reviews/v3.08_minimal_historical_sip_access_path_test_local_import_surface_diagnosis_technical_root_cause_authorization_independent_review.md;docs/runs/v3.08_minimal_historical_sip_access_path_test_local_import_surface_diagnosis_technical_root_cause_failed_execution_evidence.md,AUTHORIZED_ONE_TIME_DIAGNOSIS_WITH_MISSING_REQUIRED_EXECUTION_RECORD,HIGH,"Establishes the command was reported invoked, the required record was absent, technical states were unverifiable, and scope closed fail-closed and non-reusable.","Does not establish startup, completion, guards, probes, exception evidence, cause, counts, or remediation feasibility.",MATERIAL_FAILED_EVIDENCE_CAPTURE_REFERENCE,First-persistent-action atomic evidence design used later.,Create durable evidence before material activity and close missing-record one-time scope without retry.,Historical shell-exec diagnosis invocation.,SUMMARIZE_AND_REFERENCE,C1_REPORT/ITEM14_FAILED_ATTEMPT_AND_EVIDENCE_COMPLETENESS,C3_PYTHON_ENVIRONMENT_AND_DEPENDENCY_RECONSTRUCTION;C13_PUBLICATION_RELEASE,NO_DIRECT_FUNCTIONAL_2v_MAPPING,Publication-relevant negative example of evidence-before-execution necessity.,PENDING
E14-05,Python and Alpaca environment diagnosis,FUNCTIONAL_2v.10_COMMAND_AND_EXECUTION_REFERENCE;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,artifacts/ppo_v2/package_preparation/v3_08_fresh_technical_diagnosis/commands/future_exact_diagnosis_command.txt;docs/runs/v3.08_minimal_historical_sip_access_path_test_local_import_surface_diagnosis_technical_root_cause_fresh_authorization.md;docs/runs/v3.08_minimal_historical_sip_access_path_test_local_import_surface_diagnosis_technical_root_cause_fresh_authorization_corrected_exact_command_proposal.md;docs/reviews/v3.08_minimal_historical_sip_access_path_test_local_import_surface_diagnosis_technical_root_cause_fresh_authorization_corrected_exact_command_independent_review.md;docs/runs/v3.08_minimal_historical_sip_access_path_test_local_import_surface_diagnosis_technical_root_cause_fresh_authorization_execution.md;docs/reviews/v3.08_diagnosis_execution_module_not_found_classification_correction_independent_review.md,STATIC_GUARDED_COMMAND_AND_PYTHON311_IMPORT_DIAGNOSIS_EVIDENCE,HIGH,"Records a one-process Python 3.11 diagnosis with four ModuleNotFoundError outcomes, zero retry/network/API/data counts, atomic evidence writing, and preflight controls.","Does not establish .venv311 package identity/version, package absence, correct Sort path, compatible remediation, provider readiness, or raw-command-to-final-classification identity.",MATERIAL_BUT_INTERNALLY_LIMITED_TECHNICAL_AND_PROVENANCE_EVIDENCE,"Future canonical C3 manifest, lock, and offline import test suite.","Use atomic evidence, exact interpreter guards, bounded probes, sanitized failures, and no-network controls.",Historical guarded one-process diagnostic command.,SUMMARIZE_AND_REFERENCE,C1_REPORT/ITEM14_PYTHON311_DIAGNOSIS_COMMAND_CONTROL_AND_DEFECT,C3_PYTHON_ENVIRONMENT_AND_DEPENDENCY_RECONSTRUCTION;C4_SELECTED_CODE_MIGRATION_ADAPTATION_AND_VERIFICATION;C13_PUBLICATION_RELEASE,DIRECT_FUNCTIONAL_MAPPING:2v.10,Direct command evidence whose logic and interpretation limitations must remain explicit.,PENDING
E14-06,Python and Alpaca environment diagnosis,GOVERNANCE_PLANNING_REFERENCE_ONLY;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v3.08_guarded_python311_alpaca_import_surface_remediation_evidence_resolution_plan.md;docs/reviews/v3.08_guarded_python311_alpaca_import_surface_remediation_evidence_resolution_plan_independent_review.md;docs/runs/v3.08_guarded_python311_alpaca_package_identity_version_inspection_authorization_plan.md;docs/reviews/v3.08_guarded_python311_alpaca_package_identity_version_inspection_authorization_plan_independent_review.md;docs/runs/v3.08_guarded_python311_alpaca_package_identity_version_inspection_exact_command.md;docs/reviews/v3.08_guarded_python311_alpaca_package_identity_version_inspection_exact_command_independent_review.md;docs/runs/v3.08_guarded_python311_alpaca_package_identity_version_inspection_launch_authorization_plan.md;docs/reviews/v3.08_guarded_python311_alpaca_package_identity_version_inspection_launch_authorization_plan_independent_review.md,UNEXECUTED_PACKAGE_IDENTITY_AND_VERSION_EVIDENCE_RESOLUTION_CHAIN,HIGH,"Establishes .venv311 distribution identity, version, compatible version, and source remained unresolved and a bounded metadata command was designed.","Does not establish actual identity, installed version, source, presence, compatibility, installation, or remediation.",MATERIAL_UNRESOLVED_STATE_AND_FUTURE_CONTROL_REFERENCE,Canonical C3 environment construction and manifest.,"Establish package identity, version, source, compatibility, remediation, rollback, and verification separately.",Historical multi-stage planning for a metadata query.,SUMMARIZE_AND_REFERENCE,C1_REPORT/ITEM14_UNRESOLVED_PACKAGE_IDENTITY_AND_REMEDIATION_PREREQUISITES,C3_PYTHON_ENVIRONMENT_AND_DEPENDENCY_RECONSTRUCTION,CONTEXTUAL_FUNCTIONAL_MAPPING:2v.10,Prevents Python 3.12 package facts from being transferred to Python 3.11.,PENDING
E14-07,Python and Alpaca environment diagnosis,FUNCTIONAL_2v.10_CONFIGURATION_REFERENCE;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,requirements.txt;.github/workflows/tests.yml,UNPINNED_DEPENDENCY_AND_FLOATING_CI_ENVIRONMENT_CONFIGURATION,HIGH,Establishes unpinned alpaca-py in requirements and CI and Python 3.12 without exact patch or lock-bound environment.,"Does not establish which version local or CI runs installed, source identity, hashes, or environment equivalence.",MATERIAL_REPRODUCIBILITY_DEFECT_EVIDENCE,Canonical C3 locked dependency and CI configuration.,Use identical reviewed Python and dependency identities locally and in CI without implicit latest resolution.,Historical pip installation behavior.,CARRY_FORWARD,C1_REPORT/ITEM14_DEPENDENCY_DRIFT_AND_C3_REQUIREMENTS,C3_PYTHON_ENVIRONMENT_AND_DEPENDENCY_RECONSTRUCTION;C13_PUBLICATION_RELEASE,DIRECT_FUNCTIONAL_MAPPING:2v.10,Direct immutable evidence of the historical environment-reproducibility weakness.,PENDING
E14-08,Python and Alpaca environment diagnosis,GOVERNANCE_PLANNING_REFERENCE_ONLY;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,docs/runs/v3.08_guarded_python311_alpaca_import_surface_remediation_authorization_plan.md;docs/reviews/v3.08_guarded_python311_alpaca_import_surface_remediation_authorization_plan_independent_review.md;docs/runs/v3.08_guarded_python311_alpaca_import_surface_remediation_plan.md;docs/reviews/v3.08_guarded_python311_alpaca_import_surface_remediation_plan_independent_review.md;docs/runs/v3.08_version_mismatch_remediation_planning_authorization.md,DOCUMENTATION_ONLY_PACKAGE_AND_INTERPRETER_REMEDIATION_PLANNING,HIGH,Establishes remediation remained conceptual and separated from installation and verification.,"Does not establish a selected package, version, source, command, rollback, install, or verified result.",HISTORICAL_UNEXECUTED_REMEDIATION_PLANNING,Canonical C3 environment construction and dependency lock.,Do not treat remediation plans as installation or compatibility evidence.,Historical multi-record remediation planning chain.,HISTORICAL_ARCHIVE_ONLY,C1_REPORT/ITEM14_NO_REMEDIATION_TERMINAL_DISPOSITION,C3_PYTHON_ENVIRONMENT_AND_DEPENDENCY_RECONSTRUCTION,NO_DIRECT_FUNCTIONAL_2v_MAPPING,Preserves the unexecuted boundary without carrying the procedure forward.,PENDING
E14-09,Python and Alpaca environment diagnosis,FUNCTIONAL_CONTEXT_REFERENCE_ONLY;EXACT_RANGE_NOT_YET_DETERMINED,racoope70/ppo-trading-pipeline,072103f43d8b2488c3efca183f637ab0508a193a,PROJECT_CONTEXT.md;docs/runs/v3.08_dataset_generation_execution_remediation.md;docs/reviews/v3.08_diagnosis_execution_module_not_found_classification_correction_independent_review.md,TERMINAL_HISTORICAL_ENVIRONMENT_DISPOSITION_AND_PROVENANCE_LIMITS,HIGH,"Establishes no reusable diagnosis authority, no Alpaca remediation, no verified .venv311 identity, no provider access, and a fail-closed terminal environment state.","Does not establish current environment status, compatible versions, or current provider readiness.",VALID_TERMINAL_HISTORICAL_ENVIRONMENT_DISPOSITION,Canonical PROJECT_CONTEXT.md and future C3 evidence for current state.,"Environment work must end with explicit supported version, lock identity, offline import proof, and unresolved-state reporting.",Historical terminal environment handoff.,CARRY_FORWARD,C1_REPORT/ITEM14_TERMINAL_ENVIRONMENT_STATE_AND_C3_HANDOFF,C3_PYTHON_ENVIRONMENT_AND_DEPENDENCY_RECONSTRUCTION;C4_SELECTED_CODE_MIGRATION_ADAPTATION_AND_VERIFICATION;C5_DATA_SOURCE_CALENDAR_AND_INITIAL_UNIVERSE_DECISION;C13_PUBLICATION_RELEASE,CONTEXTUAL_FUNCTIONAL_MAPPING:2v.10,Preserves the exact unresolved terminal state for canonical reconstruction.,PENDING
